,text,Subjectivity,Polarity,Analysis
2310,given chance september will you take shot putins vaccine covidvaccine coronavirusvaccine… httpstcogx68uqmjmb,0.0,0.0,Neutral
2311,russia students who want cancel postponed there exams russianvaccine covid covidvaccine putin httpstcoarlb2p4cxq,0.0,0.0,Neutral
2312,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcodvolebxoq8,0.125,0.125,Positive
2313,some good news httpstcoxo6cyyjsfq covidvaccine russianvaccine russia vaccine coronavirusvaccine,0.7,0.7,Positive
2314,dont want make religious thing but thank you russia for making covidvaccine and that too announced httpstcodqueaflyh5,0.0,0.0,Neutral
2315,breaking putin announced that russia approved covid19 vaccine and gave his daughter covid19… httpstco6t3xxxniqs,0.0,0.0,Neutral
2316,well scientists home and abroad have been sounding the alarm that the rush start using the vaccine before ph… httpstcof1enys2wam,0.0,0.0,Neutral
2317,with its first shot given vladimir putins daughter— russia now all set unveil the corona vaccine covidvaccine,0.25,0.25,Positive
2318,russia registers virus vaccine putins daughter given httpstcocy5ozyacjh covidvaccine,0.0,0.0,Neutral
2319,russia registers virus vaccine putins daughter given httpstco8snfp8tsjs covidvaccine,0.0,0.0,Neutral
2320,great news come from russia hope this vaccine will successful putin coronavirusvaccine russianvaccine… httpstcopio11yvdps,0.775,0.775,Positive
2321,russian president vladimir putin tuesday said the country has registered the worlds first covid19 vaccine… httpstcofgupl58hvb,0.125,0.125,Positive
2322,given chance september will you take shot putins vaccine covidvaccine coronavirusvaccine… httpstco15suvxpyc6,0.0,0.0,Neutral
2323,covidvaccine putin tuesdayvibes coronavirusvaccine russian russia develop corona vaccine corona right now httpstcolaesurgtti,0.14285714285714285,0.14285714285714285,Positive
2324,russia registers 1st coronavirus vaccine the world httpstcobqcwrtvvjk russia vaccine vaccines covid19… httpstco9xgsttb3ic,0.0,0.0,Neutral
2325,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcosjnfmwx7up,0.125,0.125,Positive
2326,the president has asked health minister mikhail murashko keep him informed about the covid19 vaccine while at… httpstcopdflhnbsu8,0.0,0.0,Neutral
2327,congratulations russia for introducing first covidvaccine,0.25,0.25,Positive
2328,the worlds first covidvaccine has been launched russia the first vaccine has been applied the daughter of… httpstcoxskes5e79d,0.25,0.25,Positive
2329,shows the authenticity trust best human trial ever seen case covidvaccine that putin made opening dos… httpstcotlnfp88xxv,0.5,0.5,Positive
2330,donald trump their scientist after hearing that russia had made the vaccine covidvaccine coronavirusvaccine httpstcom69d9cjpvb,0.0,0.0,Neutral
2331,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcoxvomxx9jzs,0.125,0.125,Positive
2332,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstco4vbthakao3,0.125,0.125,Positive
2333,hoping its legit and reliable covidvaccine,0.0,0.0,Neutral
2334,corona virus first vaccine coronavirus covidvaccine russianvaccine russia httpstcowumouy4tjs,0.25,0.25,Positive
2335,realdonaldtrump putin right now covidvaccine russia httpstcopy08s8wacu,0.2857142857142857,0.2857142857142857,Positive
2336,russia announces has vaccine against covid19 httpstco78dypyzpts vaccine russianvaccine russia covid… httpstcorruiiolchs,0.0,0.0,Neutral
2337,salute you putin and salute russia russia for successfully developing worlds first covid vaccine human… httpstcoa19sc8wzbe,0.5,0.5,Positive
2338,russia announced first coronavirus vaccine covidvaccine,0.25,0.25,Positive
2339,good news russia finally developed the first covid19 vaccine httpstcoobdwq2dbvs goodnews russianvaccine… httpstcokr2cs0ojhz,0.3499999999999999,0.3499999999999999,Positive
2340,russia becomes the first country approve covidvaccine coronavirusvaccine meanwhile coronavirus httpstcoyokfbltvsx,0.25,0.25,Positive
2341,after hearing vaccine ready russia coronavirusvaccine covidvaccine httpstcoa0faknxf91,0.2,0.2,Positive
2342,now that russia officially registered the first covidvaccine expect other vaccines come out sooner than the… httpstco5dynkzintn,0.0625,0.0625,Positive
2343,covidvaccine finally reported sigh relief for many people and nations across the globe russianvaccine… httpstconx0n7vqwnn,0.25,0.25,Positive
2344,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstconevdawxhpd,0.125,0.125,Positive
2345,finally covidvaccine russianvaccine httpstcolbwqamv4mf,0.0,0.0,Neutral
2346,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcodm5ian96nc,0.125,0.125,Positive
2347,the first vaccine here covidvaccine coronavaccine russianvaccine coronavirusvaccine savetheworld… httpstco08vx19beia,0.25,0.25,Positive
2348,know that works quite effectively forms strong immunity and repeat has passed all the needed checks… httpstco0l50ghdlrj,0.5166666666666666,0.5166666666666666,Positive
2349,russia becomes first country approve covid19 vaccine says putin httpstcohlpnqvmzye covidvaccine httpstcoilwmtcsc1g,0.25,0.25,Positive
2350,russia becomes first country approve covid19 vaccine president vladimir putins daughter vaccinated… httpstcou78fl6efdz,0.25,0.25,Positive
2351,breaking news developed even before 15th august modiji talking about vaccine developed russia… httpstcoddfbbrktwp,0.1,0.1,Positive
2352,coronavirusvaccine covidvaccine putin everyone httpstconivqoenzgd,0.0,0.0,Neutral
2353,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcowx36hex5qr,0.125,0.125,Positive
2354,vladimir putin the world right now russianvaccine covidvaccine httpstcorew6otqnfp,0.2857142857142857,0.2857142857142857,Positive
2355,russia its happy know russia registers first ever covidvaccine and the trial shot given one hi… httpstcowu81c3dhp3,0.525,0.525,Positive
2356,putin confirms that the world’s first covidvaccine ready russianvaccine,0.225,0.225,Positive
2357,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcooabfl5w7eg,0.125,0.125,Positive
2358,world first covidvaccine ready president putin daughter become first vaccinated person,0.2333333333333333,0.2333333333333333,Positive
2359,putin claims make first covid vaccine while nepal oli claims putin nepali covidvaccine bigbreaking,0.25,0.25,Positive
2360,russia made worlds first corona virus vaccine his daughter vaccinated first batch president putin annou… httpstcobrlevacm20,0.25,0.25,Positive
2361,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstco2enhkjrzha,0.125,0.125,Positive
2362,coronavirusvaccine covidvaccine everyone putin httpstco9x7obblulf,0.0,0.0,Neutral
2363,australia news premierministers not taking the covid vaccine covidvaccine australia httpstcozul4ywb6bw,0.0,0.0,Neutral
2364,russia announces first covid19 vaccine putins daughter gets vaccinated covid covidvaccine,0.25,0.25,Positive
2365,coronavirusvaccine covidvaccine russianvaccine whole world right now httpstcoydrplwwvnv,0.24285714285714285,0.24285714285714285,Positive
2366,putin russia 1st register covidvaccine httpstcoduyxp7ppds russianvaccine russiavaccine coronavirusvaccine,0.0,0.0,Neutral
2367,putin announced that russia made covidvaccine ray hope god bless all stay safe russianvaccine stayhome staysafe,0.5,0.5,Positive
2368,one his daughters has already been vaccinated according putin didnt say which one scientists are skept… httpstcoky6h1btutg,0.0,0.0,Neutral
2369,coronavirusvaccine russias president vladimirputin has announced the registration the first corona virus vac… httpstco34r0gwlon2,0.25,0.25,Positive
2370,wowwwwww finally have covidvaccine httpstcoackslrg12f,0.0,0.0,Neutral
2371,russia has developed worlds first coronavirusvaccine covidvaccine sanatizers company right now httpstcownmyp91sjf,0.2119047619047619,0.2119047619047619,Positive
2372,russian president vladimir putin announces that russia has approved covid19 vaccine and gave his daughter… httpstco3dgxgmgxw2,0.0,0.0,Neutral
2373,breaking russia released worlds first covidvaccine putin said russian health ministry has approved vaccine… httpstcomsnmnby59d,0.125,0.125,Positive
2374,russia registers first coronavirusvaccine covidvaccine ramdev baba httpstcomvbklukoj5,0.25,0.25,Positive
2375,russian president vladimir putin claimed that the country has developed its first covid19 vaccine and added that… httpstco84opyx0d6v,0.11666666666666665,0.11666666666666665,Positive
2376,russia again trending because russian but vaccine this time russia putin vaccino vaccine covidvaccine russianvaccine,0.0,0.0,Neutral
2377,doing inoculation first registered covid19 vaccine his own daughter putin has showed why said pers… httpstcociyhu6o8zo,0.425,0.425,Positive
2378,some good news finally here and coming from russia russia approves first covid19 vaccine putin sa… httpstcoyi3k5f5ctd,0.31666666666666665,0.31666666666666665,Positive
2379,coronavirusvaccine coronavirus covidvaccine russia president putin says russia has developed worlds first cor… httpstcoy42acnqylq,0.175,0.175,Positive
2380,thanks vladimir putin russia technically the world’s first covidvaccine ready russianvaccine,0.1625,0.1625,Positive
2381,first vaccine for covidvaccine httpstcogaz7acje9y,0.25,0.25,Positive
2382,breaking vladimir putin says russia has registered the worlds first covid19 vaccine and discloses that one of… httpstcolfrz7ascoz,0.25,0.25,Positive
2383,the news the world was waiting for russia gets ahead the global race for covid19 vaccine lets hope all the httpstcoevsj4cupup,0.0,0.0,Neutral
2384,good news russia announces worlds first covid19 vaccine putins daughter gets vaccinated veccine… httpstcoepyr7qrirx,0.475,0.475,Positive
2385,covid19 vaccine approved russia covid19 covid19 covidvaccine coronavirus coronaviruspandemic… httpstconcqbscutya,0.0,0.0,Neutral
2386,seems world’s first covidvaccine ready russianvaccine coronavirusvaccine httpstcoghsxdk0c75,0.225,0.225,Positive
2387,big covid breakthrough russian president vladimir putin confirmed that russias first covidvaccine received ap… httpstcoz3jzbslpyl,0.1625,0.1625,Positive
2388,worlds first coronavirus vaccine registered russia putins daughter inoculated russia russia… httpstco8iwjlvj8kf,0.25,0.25,Positive
2389,breaking vladimir putin says russia has registered world’s first covid19 vaccine and his own daughter got the sh… httpstco3wkjhwuqxk,0.425,0.425,Positive
2390,big breaking russia has become the first country the world register covidvaccine says president vladimi… httpstcoghyaegxbno,0.125,0.125,Positive
2391,congratulations dear friend putin for covidvaccine httpstcockisdcrce2,0.0,0.0,Neutral
2392,breaking news russia becomes the first country register coronavirus vaccine developed the moscowbased gam… httpstcorqoexkmjub,0.175,0.175,Positive
2393,finally russia has officially announced about the 1st covid vaccine make sure next time syllabus jitne bhi… httpstco0yfx0n44fl,0.16666666666666666,0.16666666666666666,Positive
2394,you see this brazenfaced still blabbering with advices atmanirbharbharat now meet putin whose daughter has… httpstcohtee3h1hjd,0.0,0.0,Neutral
2395,finally first vaccine officially out and congratulations scientists doctors and volunteers great see… httpstcoar7tqyywiq,0.525,0.525,Positive
2396,had predicted aajtak covidvaccine that the trials will begin around the 16th august here are httpstcoh38kzg5ocw,0.0,0.0,Neutral
2397,west isnt that impressed about russias registering vaccineso they are claiming russia cut corners now are httpstco5ooye16px6,1.0,1.0,Positive
2398,russai has developed first vaccine coronavirus latest short news for full info plz click the link which gi… httpstcomvv6n481fi,0.24,0.24,Positive
2399,russia released worlds first covidvaccine putin saidrussian health ministry has approved vaccine and own httpstcoc639wcetsk,0.425,0.425,Positive
2400,breaking russian president vladimir putin says russias coronavirus vaccine has been registered his daughter httpstcokysl0xyczn,0.0,0.0,Neutral
